"","ENS","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"810","ENSG00000167258","CDK12",1030.21826462918,-0.831046930139466,0.10615113015816,1.34536926165461e-15,2.80536878123791e-14
"811","ENSG00000169251","NMD3",963.421276800981,0.797370966502318,0.101725055787261,1.38683685170914e-15,2.8868778952594e-14
"812","ENSG00000215252","GOLGA8B",145.640684961726,-1.70780848079344,0.241941393253434,1.44274230913181e-15,2.99955365304966e-14
"813","ENSG00000162664","ZNF326",398.349752323835,-1.10053283357627,0.143148177109273,1.47324838662864e-15,3.05921024145936e-14
"814","ENSG00000111331","OAS3",490.97707817129,-0.957430608282833,0.123381444321396,1.49659174788134e-15,3.10133361292824e-14
"815","ENSG00000143756","FBXO28",720.472832572929,0.77374964830369,0.0987186038059399,1.49720820669145e-15,3.10133361292824e-14
"816","ENSG00000071967","CYBRD1",873.546059182394,0.805387380447611,0.10293274991784,1.51284332096033e-15,3.12988001770249e-14
"817","ENSG00000005020","SKAP2",808.534743261448,0.742150926492362,0.0945683152976877,1.51939583867714e-15,3.13958880643177e-14
"818","ENSG00000170759","KIF5B",3003.0694251142,-0.613336858749505,0.077745561255877,1.53148648621485e-15,3.16070352815147e-14
"819","ENSG00000160633","SAFB",1054.94852257173,-0.75877327456355,0.0967927747537793,1.55036662021087e-15,3.19576181714285e-14
"820","ENSG00000164050","PLXNB1",1940.61876547743,-0.750178883129246,0.0957389015880279,1.63450602037356e-15,3.36508910194469e-14
"821","ENSG00000110871","COQ5",273.869250816283,1.03594812312869,0.134383949181469,1.64593687801397e-15,3.38449529532666e-14
"822","ENSG00000105193","RPS16",8192.26072466471,1.39893518791631,0.18779783546571,1.6579703448573e-15,3.40509189317286e-14
"823","ENSG00000143870","PDIA6",2238.72509257189,0.575190295061311,0.07291352653391,1.6748862252009e-15,3.4356536152906e-14
"824","ENSG00000154723","ATP5PF",621.016137074499,0.774728414380236,0.0990464804297334,1.69602550009619e-15,3.47479399182329e-14
